,p,t,right,wrong,bias,lexeme,h,a,lang,right_this,wrong_this,ts,uid,lexeme_orig,datetime,decimal_hours
337321,0.9999,0.0045138888888888,3.3166247903554,1.4142135623730951,1.0,en:animals/animal<n><pl>,31.28632914619252,0.35444165269036,es->en,1,1,1362540481,u:hnPf,animals/animal<n><pl>,2013-03-06 03:28:01,3.4669444444444446
262621,0.9999,14.39570601851852,3.0,1.0,1.0,en:rice/rice<n><sg>,274.0,0.4166666666666667,pt->en,1,1,1362278322,u:h7s8,rice/rice<n><sg>,2013-03-03 02:38:42,2.645
88167,0.9999,0.0051504629629629,4.242640687119285,1.7320508075688772,1.0,en:under/under<pr>,35.69850376937352,0.2714191603095341,es->en,1,1,1362106541,u:eTJ-,under/under<pr>,2013-03-01 02:55:41,2.9280555555555554
54202,0.9999,0.0158217592592592,2.0,1.0,1.0,en:oil/oil<n><sg>,109.66259472524403,0.5714285714285714,es->en,1,1,1362367869,u:d_xU,oil/oil<n><sg>,2013-03-04 03:31:09,3.5191666666666666
327984,0.71428573,30.39930555555556,2.449489742783178,1.7320508075688772,1.0,en:a/a<det><ind><sg>,62.62387210942428,0.4044990675257434,es->en,5,7,1362232974,u:hiWX,a/a<det><ind><sg>,2013-03-02 14:02:54,14.048333333333334
228781,0.9999,0.0090277777777777,2.6457513110645907,1.4142135623730951,1.0,en:dress/dress<n><sg>,62.57265829238504,0.4223410282785991,it->en,3,3,1363018089,u:gq0_,dress/dress<n><sg>,2013-03-11 16:08:09,16.135833333333334
191337,0.9999,41.4630787037037,2.0,1.4142135623730951,1.0,en:where/where<adv><itg>,274.0,0.5,it->en,1,1,1362470527,u:gOF0,where/where<adv><itg>,2013-03-05 08:02:07,8.035277777777777
345419,0.9999,0.0446759259259259,2.0,1.0,1.0,en:bar/bar<n><sg>,274.0,0.5714285714285714,es->en,3,3,1362450090,u:hvkC,bar/bar<n><sg>,2013-03-05 02:21:30,2.3583333333333334
368498,0.9999,0.0021412037037037,2.23606797749979,1.0,1.0,en:wears/wear<vblex><pri><p3><sg>,14.840951005245172,0.5295084971874737,pt->en,3,3,1362943686,u:i98P,wears/wear<vblex><pri><p3><sg>,2013-03-10 19:28:06,19.46833333333333
319243,0.9999,10.677847222222224,8.602325267042627,2.6457513110645907,1.0,en:have/have<vbhaver><pres><@present_perfect>,274.0,0.1277388586390677,pt->en,1,1,1362421905,u:hdSG,have/have<vbhaver><pres><@present_perfect>,2013-03-04 18:31:45,18.529166666666665
334304,0.9999,0.0039583333333333,3.0,1.0,1.0,en:tell/tell<vblex><pres>,27.43570402050729,0.4166666666666667,pt->en,1,1,1362694746,u:hlet,tell/tell<vblex><pres>,2013-03-07 22:19:06,22.31833333333333
59268,0.9999,4.281574074074074,21.93171219946131,3.605551275463989,1.0,en:tail/tail<n><sg>,274.0,0.0482494197569784,es->en,2,2,1362854595,u:diQH,tail/tail<n><sg>,2013-03-09 18:43:15,18.72083333333333
394671,0.9999,1.9109837962962963,2.6457513110645907,1.0,1.0,en:milk/milk<n><sg>,274.0,0.4645751311064591,es->en,2,2,1362166131,u:iKrk,milk/milk<n><sg>,2013-03-01 19:28:51,19.480833333333333
53321,0.9999,0.0142361111111111,2.0,1.4142135623730951,1.0,en:allow/allow<vblex><pres>,98.67226884568412,0.5,es->en,1,1,1362374117,u:dYog,allow/allow<vblex><pres>,2013-03-04 05:15:17,5.254722222222222
139774,0.9999,0.011412037037037,3.605551275463989,1.0,1.0,en:swims/swim<vblex><pri><p3><sg>,79.09825779011751,0.3503469547164993,es->en,1,1,1362413484,u:fcwJ,swims/swim<vblex><pri><p3><sg>,2013-03-04 16:11:24,16.19
368232,0.75,2.3289699074074077,2.0,1.0,1.0,en:cats/cat<n><pl>,5.611468629832612,0.5714285714285714,es->en,3,4,1363068945,u:i8xr,cats/cat<n><pl>,2013-03-12 06:15:45,6.2625
356099,0.9999,0.900775462962963,2.0,1.0,1.0,en:drink/drink<vblex><pres>,274.0,0.5714285714285714,pt->en,2,2,1362693440,u:i2Pd,drink/drink<vblex><pres>,2013-03-07 21:57:20,21.95555555555556
184044,0.9999,42.254131944444445,2.8284271247461903,1.4142135623730951,1.0,en:girl/girl<n><sg>,274.0,0.4023689270621824,es->en,1,1,1362605676,u:gIQi,girl/girl<n><sg>,2013-03-06 21:34:36,21.576666666666668
254758,0.9999,2.568587962962963,1.7320508075688772,1.0,1.0,en:says/say<vblex><pri><p3><sg>,274.0,0.6220084679281462,es->en,1,1,1362449777,u:h4uq,says/say<vblex><pri><p3><sg>,2013-03-05 02:16:17,2.2713888888888887
389263,0.9999,0.9629282407407408,3.741657386773941,1.4142135623730951,1.0,en:drink/drink<vblex><pres>,274.0,0.3189809659318856,es->en,1,1,1362764996,u:iIgg,drink/drink<vblex><pres>,2013-03-08 17:49:56,17.83222222222222
175191,0.9999,0.0030555555555555,3.3166247903554,1.7320508075688772,1.0,en:red/red<adj>,21.17843819126879,0.3322890493972125,es->en,2,2,1362344213,u:g8MQ,red/red<adj>,2013-03-03 20:56:53,20.948055555555555
241886,0.9999,0.0032754629629629,1.4142135623730951,1.7320508075688772,1.0,en:rice/rice<n><sg>,22.70264397018586,0.4877447946247278,pt->en,1,1,1362691244,u:h-bV,rice/rice<n><sg>,2013-03-07 21:20:44,21.345555555555556
333812,0.9999,0.0306134259259259,2.0,1.0,1.0,en:wants/want<vblex><pri><p3><sg>,212.18548869661345,0.5714285714285714,pt->en,1,1,1362121830,u:hlWS,wants/want<vblex><pri><p3><sg>,2013-03-01 07:10:30,7.175000000000001
271690,0.9999,2.8138194444444444,3.3166247903554,1.4142135623730951,1.0,en:father/father<n><sg>,274.0,0.35444165269036,es->en,1,1,1363098476,u:hCFw,father/father<n><sg>,2013-03-12 14:27:56,14.465555555555556
215887,0.9999,33.97908564814815,4.242640687119285,1.0,1.0,en:we/prpers<prn><subj><p1><mf><pl>,274.0,0.2972686041485374,it->en,1,1,1362607512,u:gf4P,we/prpers<prn><subj><p1><mf><pl>,2013-03-06 22:05:12,22.086666666666662
110323,0.9999,0.0119560185185185,2.0,1.0,1.0,en:seriously/seriously<adv>,82.86866155901764,0.5714285714285714,es->en,1,1,1362355335,u:f7La,seriously/seriously<adv>,2013-03-04 00:02:15,0.0375
154191,0.9999,9.83335648148148,3.4641016151377544,1.7320508075688772,1.0,en:do/do<vbdo><pres>,274.0,0.3214177420669267,es->en,1,1,1362691900,u:fvdw,do/do<vbdo><pres>,2013-03-07 21:31:40,21.52777777777778
456426,0.9999,0.0211921296296296,2.23606797749979,1.4142135623730951,1.0,en:you/prpers<prn><obj><p2><mf><sp>,146.88530427353464,0.4706742197221988,es->en,3,3,1362757942,u:ihQ9,you/prpers<prn><obj><p2><mf><sp>,2013-03-08 15:52:22,15.872777777777776
307751,0.9999,0.3000462962962963,1.7320508075688772,1.4142135623730951,1.0,en:brother/brother<n><sg>,274.0,0.5331501153669824,it->en,1,1,1362333076,u:hYlH,brother/brother<n><sg>,2013-03-03 17:51:16,17.854444444444447
324273,0.9999,0.0065046296296296,3.1622776601683795,1.0,1.0,en:milk/milk<n><sg>,45.08440251323128,0.3970982815514138,es->en,1,1,1362139563,u:hgDF,milk/milk<n><sg>,2013-03-01 12:06:03,12.100833333333332
249121,0.9999,17.603391203703705,1.7320508075688772,1.0,1.0,en:apples/apple<n><pl>,274.0,0.6220084679281462,es->en,1,1,1362940102,u:h2ip,apples/apple<n><pl>,2013-03-10 18:28:22,18.47277777777777
90922,0.9999,8.147175925925925,1.4142135623730951,1.4142135623730951,1.0,en:allowed/allow<vblex><past>,274.0,0.5690355937288492,es->en,1,1,1362547421,u:eWjO,allowed/allow<vblex><past>,2013-03-06 05:23:41,5.394722222222223
297041,0.9999,0.0743518518518518,3.0,1.0,1.0,en:fruit/fruit<n><sg>,274.0,0.4166666666666667,es->en,1,1,1362662353,u:hUF7,fruit/fruit<n><sg>,2013-03-07 13:19:13,13.320277777777775
479576,0.9999,0.0076736111111111,7.14142842854285,3.3166247903554,1.0,en:drinks/drink<vblex><pri><p3><sg>,53.18675954852729,0.142834819195982,es->en,1,1,1362426066,u:impk,drinks/drink<vblex><pri><p3><sg>,2013-03-04 19:41:06,19.685
496610,0.9999,0.0063773148148148,3.4641016151377544,1.0,1.0,en:we/prpers<prn><subj><p1><mf><pl>,44.20196758859508,0.3642734410091836,es->en,1,1,1363056382,u:jeM6,we/prpers<prn><subj><p1><mf><pl>,2013-03-12 02:46:22,2.772777777777778
245351,0.9999,0.0072800925925925,5.744562646538029,1.7320508075688772,1.0,en:eats/eat<vblex><pri><p3><sg>,50.45923341783358,0.2038042801720533,es->en,4,4,1362756682,u:h0uW,eats/eat<vblex><pri><p3><sg>,2013-03-08 15:31:22,15.522777777777778
112197,0.9999,0.0043287037037037,2.449489742783178,1.0,1.0,en:cheese/cheese<n><sg>,30.00278743763078,0.4943877491981309,pt->en,1,1,1362428122,u:f9Ok,cheese/cheese<n><sg>,2013-03-04 20:15:22,20.25611111111111
67168,0.9999,0.9789467592592592,3.3166247903554,1.7320508075688772,1.0,en:men/man<n><pl>,274.0,0.3322890493972125,es->en,1,1,1362522812,u:duVx,men/man<n><pl>,2013-03-05 22:33:32,22.55888888888889
455190,0.9999,0.0042708333333333,5.916079783099616,2.23606797749979,1.0,en:its/its<det><pos><sp>,29.601680653705237,0.1884780900738004,es->en,2,2,1362520374,u:ihDK,its/its<det><pos><sp>,2013-03-05 21:52:54,21.881666666666668
366202,0.0001,1.9459027777777775,1.7320508075688772,1.0,1.0,en:elephants/elephant<n><pl>,0.1464437761892433,0.6220084679281462,es->en,0,1,1362889787,u:i7E1,elephants/elephant<n><pl>,2013-03-10 04:29:47,4.496388888888889
203836,0.9999,0.0034027777777777,7.745966692414834,1.7320508075688772,1.0,en:fruit/fruit<n><sg>,23.585078894822058,0.1499379491140743,pt->en,1,1,1362925249,u:gWaG,fruit/fruit<n><sg>,2013-03-10 14:20:49,14.346944444444444
330755,0.9999,5.007488425925926,2.0,1.0,1.0,en:books/book<n><pl>,274.0,0.5714285714285714,es->en,1,1,1362417830,u:hk1W,books/book<n><pl>,2013-03-04 17:23:50,17.397222222222222
236082,0.9999,50.35712962962963,2.0,1.0,1.0,en:swims/swim<vblex><pri><p3><sg>,274.0,0.5714285714285714,it->en,1,1,1362609935,u:gwl3,swims/swim<vblex><pri><p3><sg>,2013-03-06 22:45:35,22.759722222222223
417911,0.9999,5.193842592592593,5.5677643628300215,1.4142135623730951,1.0,en:drinks/drink<vblex><pri><p3><sg>,274.0,0.2162218389380006,es->en,1,1,1362910694,u:iStf,drinks/drink<vblex><pri><p3><sg>,2013-03-10 10:18:14,10.30388888888889
484865,0.0001,9.765995370370373,1.4142135623730951,1.4142135623730951,1.0,en:skirt/skirt<n><sg>,0.7349643859992634,0.5690355937288492,es->en,0,1,1362505805,u:ipt-,skirt/skirt<n><sg>,2013-03-05 17:50:05,17.834722222222222
338188,0.9999,0.0261689814814814,2.0,1.4142135623730951,1.0,en:director/director<n><sg>,181.38048769113152,0.5,es->en,1,1,1362890064,u:hnpJ,director/director<n><sg>,2013-03-10 04:34:24,4.573333333333333
346455,0.9999,0.0023726851851851,2.0,1.0,1.0,en:until/until<cnjadv>,16.44537814094735,0.5714285714285714,pt->en,1,1,1362500221,u:hwN4,until/until<cnjadv>,2013-03-05 16:17:01,16.283611111111114
354676,0.9999,0.005636574074074,3.605551275463989,1.4142135623730951,1.0,en:have/have<vblex><pres>,39.067800754348106,0.3297383103214111,es->en,1,1,1362783710,u:i1ez,have/have<vblex><pres>,2013-03-08 23:01:50,23.030555555555555
80537,0.9999,18.80178240740741,3.3166247903554,1.0,1.0,en:from/from<pr>,274.0,0.3797589135968143,es->en,2,2,1362517396,u:eFXr,from/from<pr>,2013-03-05 21:03:16,21.05444444444445
262499,0.9999,0.0181828703703703,2.449489742783178,1.4142135623730951,1.0,en:no/no<adv>,126.0277515094063,0.4449489742783178,pt->en,1,1,1362952267,u:h7s3,no/no<adv>,2013-03-10 21:51:07,21.851944444444445
218661,0.9999,6.270034722222222,7.937253933193772,1.7320508075688772,1.0,en:turtle/turtle<n><sg>,274.0,0.1461360872528496,es->en,1,1,1362170317,u:ghbV,turtle/turtle<n><sg>,2013-03-01 20:38:37,20.64361111111111
332114,0.9999,1.177199074074074,2.0,1.0,1.0,en:address/address<n><sg>,274.0,0.5714285714285714,it->en,1,1,1362592230,u:hkYJ,address/address<n><sg>,2013-03-06 17:50:30,17.841666666666665
386497,0.9999,0.0037268518518518,3.4641016151377544,1.4142135623730951,1.0,en:soup/soup<n><sg>,25.83127688480511,0.3415063509461096,it->en,1,1,1362509727,u:iHPX,soup/soup<n><sg>,2013-03-05 18:55:27,18.924166666666668
388184,0.9999,3.51443287037037,1.7320508075688772,1.0,1.0,en:coffee/coffee<n><sg>,274.0,0.6220084679281462,it->en,2,2,1362312003,u:iI5L,coffee/coffee<n><sg>,2013-03-03 12:00:03,12.000833333333333
437861,0.9999,0.0082175925925925,2.23606797749979,1.4142135623730951,1.0,en:juice/juice<n><sg>,56.957163317427415,0.4706742197221988,es->en,1,1,1362669214,u:ibMt,juice/juice<n><sg>,2013-03-07 15:13:34,15.226111111111113
227359,0.9999,0.0057060185185185,2.23606797749979,1.0,1.0,en:elephant/elephant<n><sg>,39.54912889505876,0.5295084971874737,es->en,1,1,1363041113,u:gorO,elephant/elephant<n><sg>,2013-03-11 22:31:53,22.531388888888888
388788,0.9999,1.885949074074074,1.7320508075688772,1.0,1.0,en:soup/soup<n><sg>,274.0,0.6220084679281462,es->en,2,2,1362118938,u:iIUK,soup/soup<n><sg>,2013-03-01 06:22:18,6.371666666666666
193650,0.9999,1.2449305555555557,1.4142135623730951,1.7320508075688772,1.0,en:<*sf>/time<n><*numb>,274.0,0.4877447946247278,es->en,1,1,1362781338,u:gP79,<*sf>/time<n><*numb>,2013-03-08 22:22:18,22.371666666666663
483079,0.9999,0.0051504629629629,5.196152422706632,1.4142135623730951,1.0,en:shoes/shoe<n><pl>,35.69850376937352,0.2321339491195687,es->en,3,3,1362422681,u:iotI,shoes/shoe<n><pl>,2013-03-04 18:44:41,18.744722222222222
51590,0.9999,67.64980324074074,5.830951894845301,2.8284271247461903,1.0,en:are/be<vbser><pres>,274.0,0.1779761794283023,es->en,1,1,1362327770,u:dVex,are/be<vbser><pres>,2013-03-03 16:22:50,16.380555555555556
487543,0.75,4.224074074074074,2.6457513110645907,1.4142135623730951,1.0,en:orange/orange<n><sg>,10.177572102312906,0.4223410282785991,es->en,3,4,1362866449,u:ivYw,orange/orange<n><sg>,2013-03-09 22:00:49,22.01361111111111
126404,0.9999,24.031145833333333,4.358898943540674,1.4142135623730951,1.0,en:committee/committee<n><sg>,274.0,0.276473867110464,it->en,1,1,1362159251,u:fPiF,committee/committee<n><sg>,2013-03-01 17:34:11,17.56972222222222
200793,0.9999,6.976863425925926,2.0,1.4142135623730951,1.0,en:writes/write<vblex><pri><p3><sg>,274.0,0.5,es->en,2,2,1363046727,u:gUJE,writes/write<vblex><pri><p3><sg>,2013-03-12 00:05:27,0.0908333333333333
47386,0.80000001,0.0099305555555555,5.656854249492381,2.6457513110645907,1.0,en:apple/apple<n><sg>,0.0308471247758525,0.1867525426705458,pt->en,4,5,1362876599,u:dM_O,apple/apple<n><sg>,2013-03-10 00:49:59,0.8330555555555555
24806,0.9999,0.0243171296296296,3.741657386773941,1.0,1.0,en:uncle/uncle<n><sg>,168.5450706055141,0.337744552163173,es->en,1,1,1362859087,u:cSHJ,uncle/uncle<n><sg>,2013-03-09 19:58:07,19.96861111111111
281623,0.9999,0.0032754629629629,1.7320508075688772,1.0,1.0,en:hats/hat<n><pl>,22.70264397018586,0.6220084679281462,es->en,2,2,1362166006,u:hK_c,hats/hat<n><pl>,2013-03-01 19:26:46,19.44611111111111
31702,0.9999,54.6938425925926,2.23606797749979,1.0,1.0,en:needs/need<vblex><pri><p3><sg>,274.0,0.5295084971874737,es->en,1,1,1362821106,u:ckE-,needs/need<vblex><pri><p3><sg>,2013-03-09 09:25:06,9.418333333333331
259624,0.9999,5.438148148148148,2.8284271247461903,1.4142135623730951,1.0,en:skirt/skirt<n><sg>,274.0,0.4023689270621824,es->en,1,1,1362560563,u:h6qP,skirt/skirt<n><sg>,2013-03-06 09:02:43,9.045277777777777
290906,0.9999,1.3874421296296295,1.4142135623730951,1.0,1.0,en:fall/fall<n><sg>,274.0,0.682842712474619,pt->en,1,1,1362434026,u:hQdm,fall/fall<n><sg>,2013-03-04 21:53:46,21.89611111111111
138610,0.9999,0.0021643518518518,7.14142842854285,2.23606797749979,1.0,en:drink/drink<vblex><pres>,15.00139371881539,0.1576108349748767,es->en,2,2,1362602606,u:fcPR,drink/drink<vblex><pres>,2013-03-06 20:43:26,20.723888888888887
237825,0.9999,1.039363425925926,2.449489742783178,1.0,1.0,en:meal/meal<n><sg>,274.0,0.4943877491981309,it->en,1,1,1363003475,u:gy7W,meal/meal<n><sg>,2013-03-11 12:04:35,12.07638888888889
32623,0.9999,0.0023842592592592,3.1622776601683795,1.7320508075688772,1.0,en:yellow/yellow<adj><sint>,16.52559949773246,0.3441518440112253,es->en,1,1,1362153450,u:cmqu,yellow/yellow<adj><sint>,2013-03-01 15:57:30,15.958333333333332
500371,0.9999,16.906493055555554,2.0,1.0,1.0,en:'/'<apos>,274.0,0.5714285714285714,es->en,2,2,1362670181,u:tD_,'/'<apos>,2013-03-07 15:29:41,15.49472222222222
406603,0.9999,0.2924305555555556,3.4641016151377544,1.7320508075688772,1.0,en:eats/eat<vblex><pri><p3><sg>,274.0,0.3214177420669267,pt->en,2,2,1362363733,u:iPBe,eats/eat<vblex><pri><p3><sg>,2013-03-04 02:22:13,2.370277777777778
60608,0.9999,104.06432870370372,2.6457513110645907,1.7320508075688772,1.0,en:'/'<apos>,274.0,0.3871459425887159,es->en,1,1,1362809947,u:dkZi,'/'<apos>,2013-03-09 06:19:07,6.318611111111111
427844,0.9999,0.0080208333333333,1.4142135623730951,1.4142135623730951,1.0,en:they/prpers<prn><subj><p3><mf><pl>,55.59340025208056,0.5690355937288492,pt->en,2,2,1363042003,u:iXYj,they/prpers<prn><subj><p3><mf><pl>,2013-03-11 22:46:43,22.77861111111111
286112,0.9999,0.0059837962962962,5.916079783099616,2.6457513110645907,1.0,en:his/his<det><pos><sp>,41.47444145790137,0.1799109041613549,es->en,1,1,1362916669,u:hNii,his/his<det><pos><sp>,2013-03-10 11:57:49,11.96361111111111
287391,0.0001,0.44,7.280109889280518,1.4142135623730951,1.0,en:my/my<det><pos><sp>,0.0331132995230379,0.162808945425974,pt->en,0,1,1363047546,u:hOoq,my/my<det><pos><sp>,2013-03-12 00:19:06,0.3183333333333333
371388,0.9999,1.9249652777777777,2.8284271247461903,1.0,1.0,en:not/not<adv>,274.0,0.4389479204314718,es->en,4,4,1362624292,u:iBJj,not/not<adv>,2013-03-07 02:44:52,2.747777777777778
46953,0.9999,1.9900925925925923,2.0,1.7320508075688772,1.0,en:blue/blue<adj>,274.0,0.4444444444444444,es->en,2,2,1362091292,u:dKBo,blue/blue<adj>,2013-02-28 22:41:32,22.692222222222224
443983,0.80000001,11.00574074074074,2.23606797749979,1.0,1.0,en:girl/girl<n><sg>,34.1869551991365,0.5295084971874737,es->en,4,5,1362197795,u:idpV,girl/girl<n><sg>,2013-03-02 04:16:35,4.276388888888889
478555,0.9999,1.056238425925926,2.0,1.0,1.0,en:wednesday/wednesday<n><sg>,274.0,0.5714285714285714,es->en,2,2,1362160271,u:imUJ,wednesday/wednesday<n><sg>,2013-03-01 17:51:11,17.853055555555557
113073,0.0001,3.632881944444444,1.7320508075688772,2.0,1.0,en:few/few<det><qnt><pl>,0.2734016089959666,0.4146723119520974,es->en,0,1,1362826084,u:fALD,few/few<det><qnt><pl>,2013-03-09 10:48:04,10.801111111111112
266549,0.9999,9.941516203703705,2.449489742783178,1.0,1.0,en:loved/love<vblex><past>,274.0,0.4943877491981309,it->en,1,1,1362830807,u:h97-,loved/love<vblex><past>,2013-03-09 12:06:47,12.113055555555556
415023,0.9999,5.317048611111111,2.0,1.0,1.0,en:girl/girl<n><sg>,274.0,0.5714285714285714,es->en,4,4,1362711654,u:iRgu,girl/girl<n><sg>,2013-03-08 03:00:54,3.015
425804,0.9999,0.0025,3.872983346207417,1.4142135623730951,1.0,en:is/be<vbser><pri><p3><sg>,17.327813065583552,0.3091043866424956,es->en,1,1,1362539137,u:iWcJ,is/be<vbser><pri><p3><sg>,2013-03-06 03:05:37,3.093611111111111
226031,0.5,0.0153935185185185,3.605551275463989,1.7320508075688772,1.0,en:are/be<vbser><pres>,0.0153935185185185,0.311419515303555,es->en,1,2,1362416816,u:goMT,are/be<vbser><pres>,2013-03-04 17:06:56,17.115555555555556
334969,0.9999,33.03023148148148,1.4142135623730951,1.0,1.0,en:suit/suit<n><sg>,274.0,0.682842712474619,es->en,2,2,1362940162,u:hm1I,suit/suit<n><sg>,2013-03-10 18:29:22,18.489444444444445
414351,0.9999,0.9963541666666668,2.0,1.0,1.0,en:cheese/cheese<n><sg>,274.0,0.5714285714285714,es->en,1,1,1362330458,u:iRLL,cheese/cheese<n><sg>,2013-03-03 17:07:38,17.127222222222223
160313,0.9999,34.87394675925926,2.23606797749979,1.0,1.0,en:man/man<n><sg>,274.0,0.5295084971874737,es->en,1,1,1362501693,u:g023,man/man<n><sg>,2013-03-05 16:41:33,16.6925
304502,0.9999,1.7221064814814817,1.7320508075688772,1.0,1.0,en:october/october<n><sg>,274.0,0.6220084679281462,it->en,1,1,1362478511,u:hXHl,october/october<n><sg>,2013-03-05 10:15:11,10.253055555555555
47815,0.9999,19.971875,2.0,1.0,1.0,en:opened/open<vblex><past>,274.0,0.5714285714285714,es->en,3,3,1362422092,u:dO49,opened/open<vblex><past>,2013-03-04 18:34:52,18.58111111111111
129503,0.9999,0.0046643518518518,5.5677643628300215,1.7320508075688772,1.0,en:is/be<vbser><pri><p3><sg>,32.32920678439894,0.2102156767452783,es->en,4,4,1362100581,u:fSWK,is/be<vbser><pri><p3><sg>,2013-03-01 01:16:21,1.2725
215843,0.9999,0.0041782407407407,2.8284271247461903,1.4142135623730951,1.0,en:<*sf>/house<n><*numb>,28.959909799424366,0.4023689270621824,it->en,2,2,1362868485,u:gf2b,<*sf>/house<n><*numb>,2013-03-09 22:34:45,22.579166666666666
190357,0.9999,0.0061111111111111,4.242640687119285,1.0,1.0,en:cook/cook<vblex><pres>,42.35687638253758,0.2972686041485374,es->en,1,1,1362449881,u:gNRR,cook/cook<vblex><pres>,2013-03-05 02:18:01,2.3002777777777776
54951,0.9999,1.0440740740740742,3.605551275463989,1.4142135623730951,1.0,en:does/do<vbdo><pri><p3><sg>,274.0,0.3297383103214111,pt->en,1,1,1362575582,u:dc-m,does/do<vbdo><pri><p3><sg>,2013-03-06 13:13:02,13.217222222222222
75430,0.9999,0.0019560185185185,4.795831523312719,1.4142135623730951,1.0,en:drinks/drink<vblex><pri><p3><sg>,13.557409296683426,0.251697463826397,pt->en,1,1,1362830837,u:e5GG,drinks/drink<vblex><pri><p3><sg>,2013-03-09 12:07:17,12.12138888888889
494021,0.9999,1.054826388888889,2.23606797749979,1.4142135623730951,1.0,en:bread/bread<n><sg>,274.0,0.4706742197221988,pt->en,1,1,1362973107,u:japx,bread/bread<n><sg>,2013-03-11 03:38:27,3.640833333333333
314840,0.9999,0.0120254629629629,2.0,1.4142135623730951,1.0,en:eaten/eat<vblex><pp>,83.3499896997283,0.5,es->en,1,1,1363060350,u:hag2,eaten/eat<vblex><pp>,2013-03-12 03:52:30,3.875
196765,0.9999,0.006099537037037,2.23606797749979,1.0,1.0,en:beef/beef<n><sg>,42.27665502575246,0.5295084971874737,es->en,1,1,1362852235,u:gRaV,beef/beef<n><sg>,2013-03-09 18:03:55,18.06527777777778
259182,0.9999,0.0070254629629629,2.449489742783178,1.0,1.0,en:give/give<vblex><pres>,48.69436356856119,0.4943877491981309,pt->en,1,1,1362618335,u:h6jO,give/give<vblex><pres>,2013-03-07 01:05:35,1.0930555555555554
467848,0.5,14.049189814814817,1.7320508075688772,1.0,1.0,en:breakfast/breakfast<n><sg>,14.049189814814817,0.6220084679281462,es->en,1,2,1362612899,u:ijif,breakfast/breakfast<n><sg>,2013-03-06 23:34:59,23.58305555555556
413091,0.9999,1.68875,1.7320508075688772,1.0,1.0,en:meal/meal<n><sg>,274.0,0.6220084679281462,es->en,2,2,1362339750,u:iQwG,meal/meal<n><sg>,2013-03-03 19:42:30,19.70833333333333
382890,0.9999,2.0661921296296297,1.7320508075688772,1.0,1.0,en:you/prpers<prn><subj><p2><mf><sp>,274.0,0.6220084679281462,es->en,1,1,1362180275,u:iG7n,you/prpers<prn><subj><p2><mf><sp>,2013-03-01 23:24:35,23.40972222222222
86840,0.0001,0.0966203703703703,3.0,1.4142135623730951,1.0,en:women/woman<n><pl>,0.0104166666666666,0.3846153846153846,es->en,0,1,1362656746,u:eS2B,women/woman<n><pl>,2013-03-07 11:45:46,11.762777777777778
485025,0.9999,0.5124074074074074,6.0,2.23606797749979,1.0,en:she/prpers<prn><subj><p3><f><sg>,274.0,0.1860465116279069,es->en,1,1,1362838764,u:ipx-,she/prpers<prn><subj><p3><f><sg>,2013-03-09 14:19:24,14.323333333333332
254603,0.9999,0.0196064814814814,4.69041575982343,1.7320508075688772,1.0,en:they/prpers<prn><subj><p3><mf><pl>,135.89497839397472,0.2477931762897566,es->en,1,1,1362352986,u:h4ti,they/prpers<prn><subj><p3><mf><pl>,2013-03-03 23:23:06,23.385
448568,0.9999,0.0015046296296296,6.324555320336759,2.6457513110645907,1.0,en:it/prpers<prn><subj><p3><nt><sg>,10.428776382064177,0.1698888840885053,pt->en,1,1,1362618977,u:ifP6,it/prpers<prn><subj><p3><nt><sg>,2013-03-07 01:16:17,1.271388888888889
268778,0.9999,0.0042361111111111,2.449489742783178,1.0,1.0,en:elephant/elephant<n><sg>,29.36101658334991,0.4943877491981309,es->en,2,2,1362933762,u:hAMl,elephant/elephant<n><sg>,2013-03-10 16:42:42,16.711666666666666
107242,0.9999,0.0030787037037037,4.0,2.8284271247461903,1.0,en:and/and<cnjcoo>,21.338880904839005,0.2307692307692307,pt->en,1,1,1362871052,u:f2cx,and/and<cnjcoo>,2013-03-09 23:17:32,23.292222222222225
60862,0.9999,0.0014930555555555,6.48074069840786,4.0,1.0,en:write/write<vblex><pres>,10.348555025279069,0.1413456783067976,es->en,1,1,1362702501,u:dkiD,write/write<vblex><pres>,2013-03-08 00:28:21,0.4725
463633,0.9999,0.0021180555555555,3.605551275463989,1.4142135623730951,1.0,en:eat/eat<vblex><pres>,14.680508291674956,0.3297383103214111,es->en,3,3,1362165260,u:iii4,eat/eat<vblex><pres>,2013-03-01 19:14:20,19.23888888888889
143672,0.0001,0.0051388888888888,2.6457513110645907,1.4142135623730951,1.0,en:sandwich/sandwich<n><sg>,0.0104166666666666,0.4223410282785991,es->en,0,1,1362383067,u:fhs7,sandwich/sandwich<n><sg>,2013-03-04 07:44:27,7.740833333333334
56432,0.9999,0.0012962962962962,5.0990195135927845,2.8284271247461903,1.0,en:food/food<n><sg>,8.984791959932211,0.1971949864886884,es->en,2,2,1362148757,u:dejT,food/food<n><sg>,2013-03-01 14:39:17,14.654722222222222
48079,0.9999,0.0034259259259259,60.44832503882965,10.535653752852738,1.0,en:us/prpers<prn><obj><p1><mf><pl>,23.74552160839228,0.0165777342816112,es->en,4,4,1362103616,u:dOig,us/prpers<prn><obj><p1><mf><pl>,2013-03-01 02:06:56,2.115555555555556
